word,aspect,head_word,head_word_tag_new,lematized_words,ner,next_words,ortho_features,pos_tag,post_word_tag,pre_word_tag,prev_words,stopword,token_freq,word_len
drivers,1,0,,drivers,0,or,0,NNS,CC,DT,any,0,1,1
or,0,0,,or,0,files,0,CC,NNS,NNS,drivers,1,1,0
files,1,0,,files,0,,0,NNS,,CC,or,0,1,1
Drivers,1,0,,Drivers,0,updated,1,NNS,VBD,,,0,1,1
updated,0,0,,update,0,ok,0,VBD,JJ,NNS,Drivers,0,1,1
ok,0,0,,ok,0,but,0,JJ,CC,VBD,updated,0,1,0
but,0,0,,but,0,the,0,CC,DT,JJ,ok,1,1,0
the,0,0,,the,0,BIOS,0,DT,NNP,CC,but,1,3,0
BIOS,1,0,,BIOS,1,update,0,NNP,NN,DT,the,0,1,1
update,1,0,,update,0,froze,0,NN,VBD,NNP,BIOS,0,1,1
froze,0,0,,freeze,0,the,0,VBD,DT,NN,update,0,1,1
the,0,0,,the,0,system,0,DT,NN,VBD,froze,1,3,0
system,1,0,,system,0,up,0,NN,RB,DT,the,0,1,1
up,0,0,,up,0,and,0,RB,CC,NN,system,1,1,0
and,0,0,,and,0,the,0,CC,DT,RB,up,1,1,0
the,0,0,,the,0,computer,0,DT,NN,CC,and,1,3,0
computer,1,1,NN,computer,0,shut,0,NN,VBD,DT,the,0,1,1
shut,1,0,,shut,0,down,0,VBD,RP,NN,computer,0,1,1
down,0,0,,down,0,,0,RP,,VBD,shut,1,1,1
they,0,1,PRP,they,0,lost,0,PRP,VBD,,,1,1,1
lost,0,0,,lose,0,my,0,VBD,PRP$,PRP,they,0,1,1
my,0,0,,my,0,laptop,0,PRP$,NN,VBD,lost,1,1,0
laptop,0,1,NN,laptop,0,for,0,NN,IN,PRP$,my,0,1,1
for,0,0,,for,0,a,0,IN,DT,NN,laptop,1,1,0
a,0,0,,a,0,month,0,DT,NN,IN,for,1,1,0
month,0,0,,month,0,,0,NN,,DT,a,0,1,1
Spent,0,0,,Spent,0,2,1,JJ,CD,,,0,1,1
2,1,0,,2,0,hours,1,CD,NNS,JJ,Spent,0,1,0
hours,0,1,NNS,hour,0,on,0,NNS,IN,CD,2,0,1,1
on,0,0,,on,0,phone,0,IN,NN,NNS,hours,1,1,0
phone,1,1,NN,phone,0,with,0,NN,IN,IN,on,0,1,1
with,0,0,,with,0,HP,0,IN,NNP,NN,phone,1,1,1
HP,1,0,,HP,0,Technical,0,NNP,NNP,IN,with,0,1,0
Technical,1,0,,Technical,0,Support,1,NNP,NNP,NNP,HP,0,1,1
Support,1,0,,Support,0,,1,NNP,,NNP,Technical,0,1,1
This,0,0,,This,0,is,1,DT,VBZ,,,0,1,1
is,0,0,,be,0,my,0,VBZ,PRP$,DT,This,1,2,0
my,0,0,,my,0,second,0,PRP$,JJ,VBZ,is,1,2,0
second,0,0,,second,0,laptop,0,JJ,JJ,PRP$,my,0,1,1
laptop,0,1,JJ,laptop,0,and,0,JJ,CC,JJ,second,0,1,1
and,0,0,,and,0,it,0,CC,PRP,JJ,laptop,1,2,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,CC,and,1,1,0
is,0,0,,be,0,head,0,VBZ,JJ,PRP,it,1,2,0
head,0,0,,head,0,and,0,JJ,CC,VBZ,is,0,1,1
and,0,0,,and,0,shoulders,0,CC,NNS,JJ,head,1,2,0
shoulders,0,0,,shoulder,0,above,0,NNS,IN,CC,and,0,1,1
above,0,0,,above,0,my,0,IN,PRP$,NNS,shoulders,1,1,1
my,0,0,,my,0,first,0,PRP$,JJ,IN,above,1,2,0
first,0,0,,first,0,,0,JJ,,PRP$,my,0,1,1
at,0,0,,at,0,first,0,IN,JJ,,,1,1,0
first,0,0,,first,0,,0,JJ,,IN,at,0,1,1
Speaking,0,0,,Speaking,0,of,1,NN,IN,,,0,1,1
of,0,0,,of,0,the,0,IN,DT,NN,Speaking,1,1,0
the,0,0,,the,0,browser,0,DT,NN,IN,of,1,1,0
browser,1,0,,browser,0,it,0,NN,PRP,DT,the,0,1,1
it,0,1,PRP,it,0,too,0,PRP,RB,NN,browser,1,1,0
too,0,0,,too,0,has,0,RB,VBZ,PRP,it,1,1,0
has,0,0,,have,0,problems,0,VBZ,NNS,RB,too,1,1,0
problems,0,1,NNS,problems,0,,0,NNS,,VBZ,has,0,1,1
I,0,1,PRP,I,0,think,1,PRP,VBP,,,0,2,0
think,0,0,,think,0,just,0,VBP,RB,PRP,I,0,1,1
just,0,0,,just,0,going,0,RB,VBG,VBP,think,1,1,1
going,0,0,,go,0,from,0,VBG,IN,RB,just,0,2,1
from,0,0,,from,0,PC,0,IN,NN,VBG,going,1,1,1
PC,0,1,NN,PC,0,to,0,NN,TO,IN,from,0,1,0
to,0,0,,to,0,Mac,0,TO,NNP,NN,PC,1,1,0
Mac,1,0,,Mac,1,has,1,NNP,VBZ,TO,to,0,1,0
has,0,0,,have,0,gotten,0,VBZ,VBN,NNP,Mac,1,1,0
gotten,0,0,,get,0,me,0,VBN,PRP,VBZ,has,0,1,1
me,0,1,PRP,me,0,totally,0,PRP,RB,VBN,gotten,1,1,0
totally,0,0,,totally,0,spoiled,0,RB,VBD,PRP,me,0,1,1
spoiled,0,0,,spoil,0,and,0,VBD,CC,RB,totally,0,1,1
and,0,0,,and,0,I,0,CC,PRP,VBD,spoiled,1,1,0
I,0,1,PRP,I,0,can,1,PRP,MD,CC,and,0,2,0
can,0,0,,can,0,not,0,MD,RB,PRP,I,1,1,0
not,0,0,,not,0,imagine,0,RB,VB,MD,can,1,1,0
imagine,0,0,,imagine,0,ever,0,VB,RB,RB,not,0,1,1
ever,0,0,,ever,0,going,0,RB,VBG,VB,imagine,0,1,1
going,0,0,,go,0,back,0,VBG,RP,RB,ever,0,2,1
back,0,0,,back,0,,0,RP,,VBG,going,0,1,1
The,0,0,,The,0,keyboard,1,DT,NN,,,0,1,0
keyboard,1,1,NN,keyboard,0,is,0,NN,VBZ,DT,The,0,1,1
is,0,0,,be,0,too,0,VBZ,RB,NN,keyboard,1,1,0
too,0,0,,too,0,slick,0,RB,JJ,VBZ,is,1,1,0
slick,0,0,,slick,0,,0,JJ,,RB,too,0,1,1
Nightly,0,0,,Nightly,0,my,1,RB,PRP$,,,0,1,1
my,0,0,,my,0,computer,0,PRP$,NN,RB,Nightly,1,1,0
computer,1,1,NN,computer,0,defrags,0,NN,VBZ,PRP$,my,0,1,1
defrags,0,0,,defrags,0,itself,0,VBZ,PRP,NN,computer,0,1,1
itself,0,0,,itself,0,and,0,PRP,CC,VBZ,defrags,1,1,1
and,0,0,,and,0,runs,0,CC,VB,PRP,itself,1,1,0
runs,1,0,,run,0,a,0,VB,DT,CC,and,0,1,1
a,0,0,,a,0,virus,0,DT,NN,VB,runs,1,1,0
virus,1,0,,virus,0,scan,0,NN,JJ,DT,a,0,1,1
scan,1,0,,scan,0,,0,JJ,,NN,virus,0,1,1
it,0,1,PRP,it,0,has,0,PRP,VBZ,,,1,5,0
has,0,0,,have,0,it,0,VBZ,PRP,PRP,it,1,2,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,VBZ,has,1,5,0
is,0,0,,be,0,like,0,VBZ,IN,PRP,it,1,2,0
like,0,0,,like,0,9,0,IN,CD,VBZ,is,0,1,1
9,1,0,,9,0,punds,1,CD,NNS,IN,like,0,1,0
punds,1,0,,punds,0,but,0,NNS,CC,CD,9,0,1,1
but,0,0,,but,0,if,0,CC,IN,NNS,punds,1,1,0
if,0,0,,if,0,you,0,IN,PRP,CC,but,1,1,0
you,0,1,PRP,you,0,can,0,PRP,MD,IN,if,1,1,0
can,0,0,,can,0,look,0,MD,VB,PRP,you,1,1,0
look,1,0,,look,0,past,0,VB,IN,MD,can,0,1,1
past,0,0,,past,0,it,0,IN,PRP,VB,look,0,1,1
it,0,1,PRP,it,0,it,0,PRP,PRP,IN,past,1,5,0
it,0,1,PRP,it,0,has,0,PRP,VBZ,PRP,it,1,5,0
has,0,0,,have,0,it,0,VBZ,PRP,PRP,it,1,2,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,VBZ,has,1,5,0
is,0,0,,be,0,GREAT,0,VBZ,JJ,PRP,it,1,2,0
GREAT,0,0,,GREAT,1,,0,JJ,,VBZ,is,0,1,1
it,0,1,PRP,it,0,has,0,PRP,VBZ,,,1,3,0
has,0,0,,have,0,it,0,VBZ,PRP,PRP,it,1,1,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,VBZ,has,1,3,0
is,0,0,,be,0,just,0,VBZ,RB,PRP,it,1,2,0
just,0,0,,just,0,as,0,RB,IN,VBZ,is,1,1,1
as,0,0,,as,0,fast,0,IN,RB,RB,just,1,2,0
fast,0,0,,fast,0,with,0,RB,IN,IN,as,0,1,1
with,0,0,,with,0,one,0,IN,CD,RB,fast,1,2,1
one,1,1,CD,one,0,program,0,CD,NN,IN,with,0,1,0
program,1,0,,program,0,open,0,NN,JJ,CD,one,0,1,1
open,0,0,,open,0,as,0,JJ,IN,NN,program,0,2,1
as,0,0,,a,0,it,0,IN,PRP,JJ,open,1,2,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,IN,as,1,3,0
is,0,0,,be,0,with,0,VBZ,IN,PRP,it,1,2,0
with,0,0,,with,0,sixteen,0,IN,JJ,VBZ,is,1,2,1
sixteen,0,0,,sixteen,0,open,0,JJ,JJ,IN,with,0,1,1
open,0,0,,open,0,,0,JJ,,JJ,sixteen,0,2,1
Still,0,0,,Still,0,under,1,RB,IN,,,0,1,1
under,0,0,,under,0,warrenty,0,IN,NN,RB,Still,1,1,1
warrenty,1,0,,warrenty,0,so,0,NN,RB,IN,under,0,1,1
so,0,0,,so,0,called,0,RB,VBD,NN,warrenty,1,1,0
called,0,0,,call,0,Toshiba,0,VBD,NNP,RB,so,0,1,1
Toshiba,1,1,NNP,Toshiba,1,no,1,NNP,DT,VBD,called,0,1,1
no,0,0,,no,0,help,0,DT,NN,NNP,Toshiba,1,1,0
help,1,0,,help,0,at,0,NN,IN,DT,no,0,1,1
at,0,0,,at,0,all,0,IN,DT,NN,help,1,1,0
all,0,0,,all,0,,0,DT,,IN,at,1,1,0
I,0,1,PRP,I,0,was,1,PRP,VBD,,,0,1,0
was,0,0,,be,0,happy,0,VBD,JJ,PRP,I,1,1,0
happy,0,0,,happy,0,with,0,JJ,IN,VBD,was,0,1,1
with,0,0,,with,0,My,0,IN,NNP,JJ,happy,1,1,1
My,0,0,,My,0,purchase,1,NNP,NN,IN,with,0,1,0
purchase,0,0,,purchase,0,of,0,NN,IN,NNP,My,0,1,1
of,0,0,,of,0,a,0,IN,DT,NN,purchase,1,1,0
a,0,0,,a,0,Toshiba,0,DT,NNP,IN,of,1,1,0
Toshiba,1,1,NNP,Toshiba,0,Satellite,1,NNP,NNP,DT,a,0,2,1
Satellite,0,0,,Satellite,0,L305D,1,NNP,NNP,NNP,Toshiba,0,1,1
L305D,0,0,,L305D,0,S5934,1,NNP,NNP,NNP,Satellite,0,1,1
S5934,0,0,,S5934,0,laptop,1,NNP,NN,NNP,L305D,0,1,1
laptop,0,1,NN,laptop,0,until,0,NN,IN,NNP,S5934,0,1,1
until,0,0,,until,0,it,0,IN,PRP,NN,laptop,1,1,1
it,0,1,PRP,it,0,came,0,PRP,VBD,IN,until,1,2,0
came,0,0,,come,0,time,0,VBD,NN,PRP,it,0,1,1
time,1,1,NN,time,0,to,0,NN,TO,VBD,came,0,1,1
to,0,0,,to,0,have,0,TO,VB,NN,time,1,1,0
have,0,0,,have,0,it,0,VB,PRP,TO,to,1,1,1
it,0,1,PRP,it,0,repaired,0,PRP,VBN,VB,have,1,2,0
repaired,0,0,,repair,0,under,0,VBN,IN,PRP,it,0,1,1
under,0,0,,under,0,the,0,IN,DT,VBN,repaired,1,1,1
the,0,0,,the,0,Toshiba,0,DT,NNP,IN,under,1,1,0
Toshiba,1,1,NNP,Toshiba,0,Warranty,1,NNP,NNP,DT,the,0,2,1
Warranty,1,0,,Warranty,0,,1,NNP,,NNP,Toshiba,0,1,1
I,0,1,PRP,I,0,LOVE,1,PRP,VBP,,,0,1,0
LOVE,0,0,,LOVE,0,IT,0,VBP,NNP,PRP,I,0,1,1
IT,1,0,,IT,0,,0,NNP,,VBP,LOVE,0,1,0
Amazing,0,0,,Amazing,0,Quality,1,JJ,NN,,,0,1,1
Quality,1,0,,Quality,0,,1,NN,,JJ,Amazing,0,1,1
The,0,0,,The,0,fact,1,DT,NN,,,0,1,0
fact,0,0,,fact,0,that,0,NN,IN,DT,The,0,1,1
that,0,0,,that,0,you,0,IN,PRP,NN,fact,1,1,1
you,0,1,PRP,you,0,can,0,PRP,MD,IN,that,1,1,0
can,0,0,,can,0,spend,0,MD,VB,PRP,you,1,1,0
spend,0,0,,spend,0,over,0,VB,RP,MD,can,0,1,1
over,0,0,,over,0,100,0,RP,CD,VB,spend,1,1,1
100,0,0,,100,0,on,1,CD,IN,RP,over,0,1,0
on,0,0,,on,0,just,0,IN,RB,CD,100,1,1,0
just,0,0,,just,0,a,0,RB,DT,IN,on,1,1,1
a,0,0,,a,0,webcam,0,DT,NN,RB,just,1,1,0
webcam,1,0,,webcam,0,underscores,0,NN,VBZ,DT,a,0,1,1
underscores,0,0,,underscore,0,the,0,VBZ,DT,NN,webcam,0,1,1
the,0,0,,the,0,value,0,DT,NN,VBZ,underscores,1,1,0
value,1,0,,value,0,of,0,NN,IN,DT,the,0,1,1
of,0,0,,of,0,this,0,IN,DT,NN,value,1,1,0
this,0,1,DT,this,0,machine,0,DT,NN,IN,of,1,1,1
machine,0,0,,machine,0,,0,NN,,DT,this,0,1,1
I,0,1,PRP,I,0,mainly,1,PRP,RB,,,0,1,0
mainly,0,0,,mainly,0,use,0,RB,VBP,PRP,I,0,1,1
use,1,0,,use,0,it,0,VBP,PRP,RB,mainly,0,1,0
it,0,1,PRP,it,0,for,0,PRP,IN,VBP,use,1,1,0
for,0,0,,for,0,email,0,IN,JJ,PRP,it,1,1,0
email,0,0,,email,0,internet,0,JJ,NN,IN,for,0,1,1
internet,1,0,,internet,0,and,0,NN,CC,JJ,email,0,1,1
and,0,0,,and,0,managing,0,CC,VBG,NN,internet,1,1,0
managing,1,0,,manage,0,personal,0,VBG,JJ,CC,and,0,1,1
personal,1,0,,personal,0,files,0,JJ,NNS,VBG,managing,0,1,1
files,1,0,,file,0,pics,0,NNS,NNS,JJ,personal,0,1,1
pics,0,0,,pics,0,vids,0,NNS,NNS,NNS,files,0,1,1
vids,0,0,,vids,0,etc,0,NNS,VBP,NNS,pics,0,1,1
etc,0,0,,etc,0,,0,VBP,,NNS,vids,0,1,0
A,1,0,,A,0,month,1,DT,NN,,,0,1,0
month,0,0,,month,0,or,0,NN,CC,DT,A,0,1,1
or,0,0,,or,0,so,0,CC,RB,NN,month,1,1,0
so,0,0,,so,0,ago,0,RB,IN,CC,or,1,1,0
ago,0,0,,ago,0,the,0,IN,DT,RB,so,0,1,0
the,0,0,,the,0,freaking,0,DT,VBG,IN,ago,1,1,0
freaking,0,0,,freak,0,motherboard,0,VBG,NN,DT,the,0,1,1
motherboard,1,0,,motherboard,0,just,0,NN,RB,VBG,freaking,0,1,1
just,0,0,,just,0,died,0,RB,VBD,NN,motherboard,1,1,1
died,0,0,,die,0,,0,VBD,,RB,just,0,1,1
The,0,0,,The,0,system,1,DT,NN,,,0,1,0
system,1,0,,system,0,it,0,NN,PRP,DT,The,0,1,1
it,0,1,PRP,it,0,comes,0,PRP,VBZ,NN,system,1,3,0
comes,0,0,,come,0,with,0,VBZ,IN,PRP,it,0,1,1
with,0,0,,with,0,does,0,IN,VBZ,VBZ,comes,1,2,1
does,0,0,,do,0,not,0,VBZ,RB,IN,with,1,1,1
not,0,0,,not,0,work,0,RB,VB,VBZ,does,1,2,0
work,1,1,VB,work,0,properly,0,VB,RB,RB,not,0,1,1
properly,0,0,,properly,0,so,0,RB,RB,VB,work,0,1,1
so,0,0,,so,0,when,0,RB,WRB,RB,properly,1,1,0
when,0,0,,when,0,trying,0,WRB,VBG,RB,so,1,1,1
trying,0,0,,try,0,to,0,VBG,TO,WRB,when,0,1,1
to,0,0,,to,0,fix,0,TO,VB,VBG,trying,1,1,0
fix,0,0,,fix,0,the,0,VB,DT,TO,to,0,1,0
the,0,0,,the,0,problems,0,DT,NNS,VB,fix,1,1,0
problems,0,1,NNS,problems,0,with,0,NNS,IN,DT,the,0,1,1
with,0,0,,with,0,it,0,IN,PRP,NNS,problems,1,2,1
it,0,1,PRP,it,0,it,0,PRP,PRP,IN,with,1,3,0
it,0,1,PRP,it,0,started,0,PRP,VBD,PRP,it,1,3,0
started,0,0,,start,0,not,0,VBD,RB,PRP,it,0,1,1
not,0,0,,not,0,working,0,RB,VBG,VBD,started,1,2,0
working,1,0,,work,0,at,0,VBG,IN,RB,not,0,1,1
at,0,0,,at,0,all,0,IN,DT,VBG,working,1,1,0
all,0,0,,all,0,,0,DT,,IN,at,1,1,0
Then,0,0,,Then,0,after,1,RB,IN,,,0,1,1
after,0,0,,after,0,4,0,IN,CD,RB,Then,1,1,1
4,1,0,,4,0,or,1,CD,CC,IN,after,0,1,0
or,0,0,,or,0,so,0,CC,RB,CD,4,1,1,0
so,0,0,,so,0,months,0,RB,NNS,CC,or,1,2,0
months,0,0,,months,0,the,0,NNS,DT,RB,so,0,1,1
the,0,0,,the,0,charger,0,DT,NN,NNS,months,1,1,0
charger,1,0,,charger,0,stopped,0,NN,VBD,DT,the,0,1,1
stopped,0,0,,stop,0,working,0,VBD,VBG,NN,charger,0,1,1
working,1,0,,work,0,so,0,VBG,RB,VBD,stopped,0,1,1
so,0,0,,so,0,I,0,RB,PRP,VBG,working,1,2,0
I,0,1,PRP,I,0,was,1,PRP,VBD,RB,so,0,1,0
was,0,0,,be,0,forced,0,VBD,VBN,PRP,I,1,1,0
forced,0,0,,force,0,to,0,VBN,TO,VBD,was,0,1,1
to,0,0,,to,0,go,0,TO,VB,VBN,forced,1,2,0
go,0,0,,go,0,out,0,VB,RP,TO,to,0,1,0
out,0,0,,out,0,and,0,RP,CC,VB,go,1,1,0
and,0,0,,and,0,buy,0,CC,VB,RP,out,1,1,0
buy,0,0,,buy,0,new,0,VB,JJ,CC,and,0,1,0
new,0,0,,new,0,hardware,0,JJ,NN,VB,buy,0,1,0
hardware,1,0,,hardware,0,just,0,NN,RB,JJ,new,0,1,1
just,0,0,,just,0,to,0,RB,TO,NN,hardware,1,1,1
to,0,0,,to,0,keep,0,TO,VB,RB,just,1,2,0
keep,0,0,,keep,0,this,0,VB,DT,TO,to,0,1,1
this,0,1,DT,this,0,computer,0,DT,NN,VB,keep,1,1,1
computer,1,1,NN,computer,0,running,0,NN,VBG,DT,this,0,1,1
running,1,0,,run,0,,0,VBG,,NN,computer,0,1,1
I,0,1,PRP,I,0,took,1,PRP,VBD,,,0,1,0
took,0,0,,take,0,it,0,VBD,PRP,PRP,I,0,1,1
it,0,1,PRP,it,0,back,0,PRP,RP,VBD,took,1,1,0
back,0,0,,back,0,to,0,RP,TO,PRP,it,0,1,1
to,0,0,,to,0,Best,0,TO,NNP,RP,back,1,1,0
Best,0,0,,Best,0,Buy,1,NNP,NNP,TO,to,0,1,1
Buy,0,0,,Buy,0,where,1,NNP,WRB,NNP,Best,0,1,0
where,0,0,,where,0,they,0,WRB,PRP,NNP,Buy,1,1,1
they,0,1,PRP,they,0,were,0,PRP,VBD,WRB,where,1,1,1
were,0,0,,be,0,so,0,VBD,RB,PRP,they,1,1,1
so,0,0,,so,0,helpful,0,RB,JJ,VBD,were,1,1,0
helpful,0,0,,helpful,0,and,0,JJ,CC,RB,so,0,1,1
and,0,0,,and,0,immediately,0,CC,RB,JJ,helpful,1,1,0
immediately,0,0,,immediately,0,gave,0,RB,VBD,CC,and,0,1,1
gave,0,0,,give,0,me,0,VBD,PRP,RB,immediately,0,1,1
me,0,1,PRP,me,0,a,0,PRP,DT,VBD,gave,1,1,0
a,0,0,,a,0,new,0,DT,JJ,PRP,me,1,1,0
new,0,0,,new,0,one,0,JJ,CD,DT,a,0,1,0
one,1,1,CD,one,0,,0,CD,,JJ,new,0,1,0
If,0,0,,If,0,you,1,IN,PRP,,,0,1,0
you,0,1,PRP,you,0,had,0,PRP,VBD,IN,If,1,2,0
had,0,0,,have,0,PC,0,VBD,NN,PRP,you,1,1,0
PC,0,1,NN,PC,0,for,0,NN,IN,VBD,had,0,1,0
for,0,0,,for,0,four,0,IN,CD,NN,PC,1,1,0
four,0,0,,four,0,years,0,CD,NNS,IN,for,0,1,1
years,0,0,,year,0,I,0,NNS,PRP,CD,four,0,1,1
I,0,1,PRP,I,0,can,1,PRP,MD,NNS,years,0,1,0
can,0,0,,can,0,almost,0,MD,RB,PRP,I,1,1,0
almost,0,0,,almost,0,gaurentee,0,RB,VB,MD,can,0,1,1
gaurentee,0,0,,gaurentee,0,that,0,VB,IN,RB,almost,0,1,1
that,0,0,,that,0,something,0,IN,NN,VB,gaurentee,1,1,1
something,0,0,,something,0,would,0,NN,MD,IN,that,0,1,1
would,0,0,,would,0,of,0,MD,IN,NN,something,0,1,1
of,0,0,,of,0,gone,0,IN,VBN,MD,would,1,1,0
gone,0,0,,go,0,wrong,0,VBN,JJ,IN,of,0,1,1
wrong,0,0,,wrong,0,by,0,JJ,IN,VBN,gone,0,1,1
by,0,0,,by,0,now,0,IN,RB,JJ,wrong,1,1,0
now,0,0,,now,0,maybe,0,RB,RB,IN,by,1,1,0
maybe,0,0,,maybe,0,even,0,RB,RB,RB,now,0,1,1
even,0,0,,even,0,forcing,0,RB,VBG,RB,maybe,0,1,1
forcing,0,0,,force,0,you,0,VBG,PRP,RB,even,0,1,1
you,0,1,PRP,you,0,to,0,PRP,TO,VBG,forcing,1,2,0
to,0,0,,to,0,replace,0,TO,VB,PRP,you,1,1,0
replace,0,0,,replace,0,your,0,VB,PRP$,TO,to,0,1,1
your,0,0,,your,0,entire,0,PRP$,JJ,VB,replace,1,1,1
entire,0,0,,entire,0,computer,0,JJ,NN,PRP$,your,0,1,1
computer,1,1,NN,computer,0,,0,NN,,JJ,entire,0,1,1
2,1,0,,2,0,weeks,1,CD,NNS,,,0,1,0
weeks,0,0,,week,0,after,0,NNS,IN,CD,2,0,1,1
after,0,0,,after,0,giving,0,IN,VBG,NNS,weeks,1,1,1
giving,0,0,,give,0,the,0,VBG,DT,IN,after,0,1,1
the,0,0,,the,0,computer,0,DT,NN,VBG,giving,1,3,0
computer,1,1,NN,computer,0,for,0,NN,IN,DT,the,0,1,1
for,0,0,,for,0,repair,0,IN,NN,NN,computer,1,1,0
repair,1,1,NN,repair,0,Called,0,NN,VBN,IN,for,0,1,1
Called,0,0,,Called,0,headquarters,1,VBN,NNS,NN,repair,0,1,1
headquarters,0,0,,headquarter,0,they,0,NNS,PRP,VBN,Called,0,1,1
they,0,1,PRP,they,0,report,0,PRP,VBP,NNS,headquarters,1,2,1
report,0,0,,report,0,that,0,VBP,IN,PRP,they,0,1,1
that,0,0,,that,0,they,0,IN,PRP,VBP,report,1,1,1
they,0,1,PRP,they,0,have,0,PRP,VBP,IN,that,1,2,1
have,0,0,,have,0,not,0,VBP,RB,PRP,they,1,1,1
not,0,0,,not,0,looked,0,RB,VBN,VBP,have,1,1,0
looked,0,0,,look,0,at,0,VBN,IN,RB,not,0,1,1
at,0,0,,at,0,it,0,IN,PRP,VBN,looked,1,1,0
it,0,1,PRP,it,0,yet,0,PRP,RB,IN,at,1,2,0
yet,0,0,,yet,0,but,0,RB,CC,PRP,it,0,1,0
but,0,0,,but,0,it,0,CC,PRP,RB,yet,1,1,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,CC,but,1,2,0
is,0,0,,be,0,on,0,VBZ,IN,PRP,it,1,1,0
on,0,0,,on,0,the,0,IN,DT,VBZ,is,1,1,0
the,0,0,,the,0,top,0,DT,NN,IN,on,1,3,0
top,0,0,,top,0,of,0,NN,IN,DT,the,0,1,0
of,0,0,,of,0,the,0,IN,DT,NN,top,1,1,0
the,0,0,,the,0,stack,0,DT,NN,IN,of,1,3,0
stack,0,0,,stack,0,,0,NN,,DT,the,0,1,1
This,0,0,,This,0,machine,1,DT,NN,,,0,1,1
machine,0,0,,machine,0,delivers,0,NN,NNS,DT,This,0,1,1
delivers,0,0,,delivers,0,,0,NNS,,NN,machine,0,1,1
Then,0,0,,Then,0,2,1,RB,CD,,,0,1,1
2,1,0,,2,0,of,1,CD,IN,RB,Then,0,1,0
of,0,0,,of,0,my,0,IN,PRP$,CD,2,1,1,0
my,0,0,,my,0,nephews,0,PRP$,NNS,IN,of,1,1,0
nephews,0,0,,nephews,0,were,0,NNS,VBD,PRP$,my,0,1,1
were,0,0,,be,0,going,0,VBD,VBG,NNS,nephews,1,1,1
going,0,0,,go,0,into,0,VBG,IN,VBD,were,0,1,1
into,0,0,,into,0,music,0,IN,NN,VBG,going,1,1,1
music,1,0,,music,0,and,0,NN,CC,IN,into,0,1,1
and,0,0,,and,0,both,0,CC,DT,NN,music,1,1,0
both,0,0,,both,0,fell,0,DT,VBD,CC,and,1,1,1
fell,0,0,,fell,0,in,0,VBD,IN,DT,both,0,1,1
in,0,0,,in,0,love,0,IN,NN,VBD,fell,1,1,0
love,0,0,,love,0,with,0,NN,IN,IN,in,0,1,1
with,0,0,,with,0,the,0,IN,DT,NN,love,1,1,1
the,0,0,,the,0,MacBook,0,DT,NNP,IN,with,1,1,0
MacBook,0,0,,MacBook,0,Pro,0,NNP,NNP,DT,the,0,1,1
Pro,1,0,,Pro,0,,1,NNP,,NNP,MacBook,0,1,0
I,0,1,PRP,I,0,complain,1,PRP,VBP,,,0,1,0
complain,0,0,,complain,0,again,0,VBP,RB,PRP,I,0,1,1
again,0,0,,again,0,,0,RB,,VBP,complain,1,1,1
This,0,0,,This,0,laptop,1,DT,NN,,,0,1,1
laptop,0,1,NN,laptop,0,is,0,NN,VBZ,DT,This,0,1,1
is,0,0,,be,0,insane,0,VBZ,JJ,NN,laptop,1,1,0
insane,0,0,,insane,0,,0,JJ,,VBZ,is,0,1,1
If,0,0,,If,0,a,1,IN,DT,,,0,1,0
a,0,0,,a,0,website,0,DT,JJ,IN,If,1,1,0
website,0,0,,website,0,ever,0,JJ,RB,DT,a,0,1,1
ever,0,0,,ever,0,freezes,0,RB,VBZ,JJ,website,0,1,1
freezes,0,0,,freeze,0,which,0,VBZ,WDT,RB,ever,0,1,1
which,0,0,,which,0,is,0,WDT,VBZ,VBZ,freezes,1,1,1
is,0,0,,be,0,rare,0,VBZ,JJ,WDT,which,1,1,0
rare,0,0,,rare,0,its,0,JJ,PRP$,VBZ,is,0,1,1
its,0,0,,its,0,really,0,PRP$,RB,JJ,rare,1,1,0
really,0,0,,really,0,easy,0,RB,JJ,PRP$,its,0,1,1
easy,0,0,,easy,0,to,0,JJ,TO,RB,really,0,1,1
to,0,0,,to,0,force,0,TO,VB,JJ,easy,1,1,0
force,1,0,,force,0,quit,0,VB,NN,TO,to,0,1,1
quit,1,0,,quit,0,,0,NN,,VB,force,0,1,1
It,0,0,,It,0,does,1,PRP,VBZ,,,0,1,0
does,0,0,,do,0,run,0,VBZ,VB,PRP,It,1,1,1
run,1,0,,run,0,a,0,VB,DT,VBZ,does,0,1,0
a,0,0,,a,0,little,0,DT,JJ,VB,run,1,2,0
little,0,0,,little,0,warm,0,JJ,JJ,DT,a,0,1,1
warm,0,0,,warm,0,but,0,JJ,CC,JJ,little,0,1,1
but,0,0,,but,0,that,0,CC,DT,JJ,warm,1,1,0
that,0,0,,that,0,is,0,DT,VBZ,CC,but,1,1,1
is,0,0,,be,0,a,0,VBZ,DT,DT,that,1,1,0
a,0,0,,a,0,negligible,0,DT,JJ,VBZ,is,1,2,0
